(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(190, 14, 'B', 778608, '91.76', '2015-2-28 8:37:32', 163, 6, 252, 'https://mega.nz/...'),
(190, 20, 'C', 714195, '82.02', '2012-12-10 21:38:12', 237, 3, 270, 'https://mega.nz/...'),
(190, 35, 'B', 758116, '87.05', '2013-11-23 4:26:6', 252, 6, 340, 'https://mega.nz/...'),
(190, 12, 'A', 830763, '96.85', '2010-6-6 10:33:27', 217, 6, 383, 'https://mega.nz/...'),
(190, 17, 'A', 815709, '94.90', '2010-6-5 14:11:19', 221, 4, 372, 'https://mega.nz/...'),
(190, 6, 'B', 791067, '92.21', '2014-4-27 1:21:27', 207, 17, 325, 'https://mega.nz/...'),
(65, 27, 'C', 620271, '72.65', '2016-5-13 18:18:53', 148, 0, 110, 'https://mega.nz/...'),
(65, 27, 'D', 572562, '66.69', '2014-3-26 19:30:17', 152, 35, 74, 'https://mega.nz/...'),
(65, 29, 'B', 769304, '90.96', '2013-2-25 22:18:58', 149, 15, 226, 'https://mega.nz/...'),
(65, 29, 'C', 682330, '79.77', '2015-10-4 19:35:38', 169, 6, 176, 'https://mega.nz/...'),
(65, 13, 'C', 687039, '79.59', '2014-4-14 15:15:29', 200, 20, 207, 'https://mega.nz/...'),
(65, 31, 'D', 583077, '66.75', '2016-6-4 18:42:59', 202, 13, 100, 'https://mega.nz/...'),
(65, 13, 'C', 695088, '81.81', '2011-10-6 3:34:44', 150, 26, 169, 'https://mega.nz/...'),
(28, 10, 'C', 671918, '77.53', '2012-8-8 13:48:44', 208, 36, 197, 'https://mega.nz/...'),
(28, 15, 'C', 656212, '75.89', '2010-3-11 16:43:39', 196, 45, 172, 'https://mega.nz/...'),
(28, 25, 'D', 596113, '68.87', '2011-6-9 18:37:10', 181, 80, 105, 'https://mega.nz/...'),
(28, 9, 'C', 730791, '84.03', '2014-5-25 7:3:57', 238, 9, 291, 'https://mega.nz/...'),
(28, 24, 'C', 631140, '71.85', '2012-12-4 14:58:40', 235, 48, 167, 'https://mega.nz/...'),
(28, 9, 'C', 620679, '72.51', '2014-11-22 10:14:41', 156, 53, 115, 'https://mega.nz/...'),
(28, 13, 'D', 616281, '69.65', '2014-8-8 23:55:22', 250, 14, 154, 'https://mega.nz/...'),
(87, 28, 'B', 743700, '87.54', '2010-12-3 18:22:45', 160, 20, 219, 'https://mega.nz/...'),
(87, 24, 'C', 645370, '74.44', '2010-7-16 19:51:32', 201, 32, 164, 'https://mega.nz/...'),
(87, 7, 'C', 728757, '83.98', '2016-8-13 15:23:58', 230, 34, 281, 'https://mega.nz/...'),
(87, 7, 'B', 771247, '90.83', '2011-9-1 1:4:1', 164, 19, 248, 'https://mega.nz/...'),
(87, 16, 'A', 822822, '96.58', '2010-9-6 11:57:53', 188, 7, 330, 'https://mega.nz/...'),
(87, 17, 'C', 626493, '71.18', '2015-11-5 4:2:41', 239, 1, 163, 'https://mega.nz/...'),
(87, 14, 'D', 578717, '66.85', '2016-8-3 15:2:27', 176, 49, 88, 'https://mega.nz/...'),
(126, 15, 'C', 662884, '77.67', '2012-4-25 17:34:33', 157, 19, 150, 'https://mega.nz/...'),
(126, 34, 'C', 689578, '80.76', '2014-11-22 7:43:22', 165, 16, 179, 'https://mega.nz/...'),
(126, 4, 'D', 596706, '67.07', '2011-1-2 8:35:18', 257, 50, 130, 'https://mega.nz/...'),
(126, 3, 'C', 606947, '71.19', '2013-4-7 13:23:0', 141, 76, 96, 'https://mega.nz/...'),
(126, 29, 'C', 632598, '73.53', '2016-2-3 11:14:14', 174, 5, 136, 'https://mega.nz/...'),
(68, 29, 'D', 1052714, '67.67', '2012-10-12 8:13:21', 452, 2, 116, 'https://mega.nz/...'),
(67, 4, 'B', 1283330, '85.99', '2011-9-5 7:16:25', 303, 4, 191, 'https://mega.nz/...'),
(67, 4, 'B', 1354214, '91.52', '2013-4-1 13:54:7', 264, 27, 196, 'https://mega.nz/...'),
(67, 31, 'C', 1135123, '76.38', '2010-11-1 18:40:15', 245, 32, 106, 'https://mega.nz/...'),
(67, 9, 'B', 1351408, '88.71', '2010-4-5 2:5:55', 450, 20, 309, 'https://mega.nz/...'),
(172, 15, 'S', 1469189, '98.86', '2014-8-22 23:1:28', 317, 1, 283, 'https://mega.nz/...'),
(172, 10, 'B', 1322314, '87.10', '2014-1-7 23:36:54', 419, 52, 274, 'https://mega.nz/...'),
(172, 19, 'C', 1254628, '84.07', '2012-4-11 15:44:53', 296, 36, 175, 'https://mega.nz/...'),
(172, 30, 'S', 1473098, '98.21', '2011-4-25 16:24:34', 383, 3, 337, 'https://mega.nz/...'),
(172, 3, 'A', 1422802, '94.74', '2011-2-6 9:5:18', 378, 21, 306, 'https://mega.nz/...'),
(188, 16, 'C', 1053380, '70.15', '2012-7-25 1:29:57', 279, 88, 86, 'https://mega.nz/...'),
(188, 11, 'B', 1402786, '93.54', '2015-12-18 23:58:24', 363, 10, 285, 'https://mega.nz/...'),
(188, 24, 'B', 1288076, '86.38', '2010-6-7 21:32:22', 299, 36, 191, 'https://mega.nz/...'),
(89, 8, 'D', 1054900, '69.49', '2011-4-17 4:32:14', 334, 131, 98, 'https://mega.nz/...'),
(89, 32, 'B', 1284079, '85.60', '2013-1-15 18:8:49', 334, 53, 208, 'https://mega.nz/...'),
(89, 35, 'S', 1454952, '98.84', '2012-8-8 0:33:38', 247, 1, 221, 'https://mega.nz/...'),
(64, 1, 'C', 1208879, '77.00', '2014-7-14 21:9:33', 350, 91, 164, 'https://mega.nz/...'),
(64, 19, 'B', 1378273, '87.98', '2013-12-28 6:12:29', 385, 25, 270, 'https://mega.nz/...'),
(29, 11, 'B', 1398223, '91.08', '2016-3-1 0:57:26', 256, 22, 197, 'https://mega.nz/...'),
(32, 13, 'B', 1350884, '86.74', '2010-7-29 7:49:3', 340, 46, 230, 'https://mega.nz/...'),
(32, 31, 'C', 1298697, '83.82', '2014-8-20 16:2:56', 295, 70, 181, 'https://mega.nz/...'),
(32, 25, 'C', 1256959, '79.96', '2010-10-19 23:37:29', 372, 6, 198, 'https://mega.nz/...'),
(32, 17, 'C', 1127075, '70.59', '2011-12-16 13:10:57', 415, 18, 138, 'https://mega.nz/...'),
(146, 32, 'C', 1106934, '70.79', '2012-9-10 8:48:8', 300, 64, 101, 'https://mega.nz/...'),
(146, 22, 'D', 1083628, '67.72', '2010-11-1 1:59:41', 410, 54, 111, 'https://mega.nz/...'),
(146, 27, 'B', 1430913, '90.65', '2015-10-17 5:39:32', 451, 28, 343, 'https://mega.nz/...'),
(173, 10, 'C', 573236, '83.13', '2016-4-6 7:48:6', 123, 22, 148, 'https://mega.nz/...'),
(173, 3, 'C', 587016, '84.76', '2013-11-27 13:8:28', 138, 3, 176, 'https://mega.nz/...'),
(88, 9, 'B', 614344, '88.17', '2015-11-8 2:19:26', 162, 7, 230, 'https://mega.nz/...'),
(88, 30, 'C', 492448, '70.61', '2011-7-17 7:25:48', 132, 55, 88, 'https://mega.nz/...'),
(113, 25, 'C', 596046, '84.98', '2011-7-8 3:43:12', 176, 31, 226, 'https://mega.nz/...'),
(113, 32, 'C', 554600, '79.00', '2010-6-22 18:17:22', 166, 29, 170, 'https://mega.nz/...'),
(113, 13, 'B', 612716, '86.93', '2010-2-14 5:34:33', 195, 11, 267, 'https://mega.nz/...'),
(128, 27, 'C', 499802, '71.30', '2016-5-21 20:58:30', 146, 49, 102, 'https://mega.nz/...'),
(128, 22, 'C', 569732, '82.69', '2015-2-24 10:7:1', 120, 4, 142, 'https://mega.nz/...'),
(60, 9, 'B', 633204, '89.61', '2010-1-13 0:48:36', 209, 6, 310, 'https://mega.nz/...'),
(60, 3, 'B', 607504, '87.11', '2014-4-14 8:10:3', 163, 2, 224, 'https://mega.nz/...'),
(60, 11, 'C', 592156, '83.33', '2014-7-23 16:30:9', 211, 29, 256, 'https://mega.nz/...'),
(60, 24, 'C', 519110, '75.02', '2015-2-4 22:15:4', 120, 45, 103, 'https://mega.nz/...'),
(60, 26, 'S', 684234, '97.82', '2010-11-19 7:16:46', 193, 2, 354, 'https://mega.nz/...'),
(60, 1, 'B', 597932, '86.35', '2012-4-24 2:15:52', 140, 28, 188, 'https://mega.nz/...'),
(123, 6, 'B', 660714, '93.62', '2014-5-6 3:32:48', 214, 9, 354, 'https://mega.nz/...'),
(123, 26, 'C', 593390, '84.48', '2013-12-10 13:40:12', 179, 15, 226, 'https://mega.nz/...'),
(123, 29, 'C', 515409, '72.85', '2014-2-6 21:15:36', 173, 29, 132, 'https://mega.nz/...'),
(123, 26, 'A', 652902, '94.80', '2010-12-21 2:3:12', 136, 9, 232, 'https://mega.nz/...'),
(123, 20, 'C', 542294, '77.26', '2011-3-18 22:36:55', 162, 20, 154, 'https://mega.nz/...'),
(123, 31, 'C', 514497, '74.20', '2014-12-16 12:39:42', 124, 34, 102, 'https://mega.nz/...'),
(123, 18, 'D', 492392, '69.45', '2014-7-27 15:14:40', 170, 58, 105, 'https://mega.nz/...'),
(123, 7, 'C', 601942, '84.87', '2015-7-17 23:46:44', 209, 18, 267, 'https://mega.nz/...'),
(92, 30, 'C', 688226, '76.44', '2016-10-7 21:57:40', 162, 41, 137, 'https://mega.nz/...'),
(92, 11, 'D', 631641, '68.21', '2011-7-13 10:28:58', 232, 30, 121, 'https://mega.nz/...'),
(92, 35, 'C', 767978, '84.19', '2011-9-17 13:34:15', 228, 16, 263, 'https://mega.nz/...'),
(92, 25, 'B', 828843, '91.71', '2012-11-22 2:39:39', 210, 15, 305, 'https://mega.nz/...'),
(92, 12, 'B', 803479, '89.24', '2016-6-16 8:21:52', 189, 15, 256, 'https://mega.nz/...'),
(153, 23, 'C', 666337, '72.72', '2015-7-24 8:53:16', 212, 33, 148, 'https://mega.nz/...'),
(153, 16, 'C', 641032, '70.40', '2015-4-3 2:17:45', 185, 0, 112, 'https://mega.nz/...'),
(153, 11, 'B', 795236, '87.53', '2014-5-29 15:16:4', 221, 24, 284, 'https://mega.nz/...'),
(153, 2, 'D', 605286, '66.79', '2011-3-10 19:11:16', 161, 6, 75, 'https://mega.nz/...'),
(153, 10, 'D', 614688, '66.93', '2016-7-15 9:59:34', 202, 10, 95, 'https://mega.nz/...'),
(22, 5, 'C', 724155, '78.13', '2013-4-21 21:3:27', 269, 20, 246, 'https://mega.nz/...'),
(22, 21, 'C', 661211, '71.31', '2014-7-4 9:25:45', 247, 70, 159, 'https://mega.nz/...'),
(22, 23, 'B', 819358, '91.79', '2014-7-25 8:45:20', 159, 15, 231, 'https://mega.nz/...'),
(22, 12, 'B', 803268, '87.98', '2011-9-2 19:7:55', 242, 15, 315, 'https://mega.nz/...'),
(22, 33, 'C', 730588, '78.62', '2013-4-18 21:54:54', 280, 12, 261, 'https://mega.nz/...'),
(22, 1, 'C', 705292, '77.40', '2012-6-10 21:56:24', 206, 52, 182, 'https://mega.nz/...'),
(22, 25, 'B', 833396, '92.89', '2012-4-26 3:34:18', 182, 6, 272, 'https://mega.nz/...'),
(150, 29, 'C', 713526, '78.06', '2011-9-3 6:50:41', 219, 39, 199, 'https://mega.nz/...'),
(150, 21, 'B', 787982, '87.92', '2016-9-26 14:35:4', 168, 24, 218, 'https://mega.nz/...'),
(150, 17, 'B', 774075, '85.42', '2011-12-20 17:21:30', 206, 8, 247, 'https://mega.nz/...'),
(150, 25, 'A', 881800, '96.76', '2014-10-3 16:20:0', 258, 0, 426, 'https://mega.nz/...'),
(150, 18, 'C', 713113, '76.61', '2011-12-23 7:25:3', 279, 22, 238, 'https://mega.nz/...'),
(193, 34, 'C', 484659, '71.38', '2015-3-3 9:32:42', 132, 33, 88, 'https://mega.nz/...'),
(193, 6, 'B', 583813, '85.08', '2016-10-23 14:26:28', 188, 17, 231, 'https://mega.nz/...'),
(193, 22, 'B', 621318, '92.85', '2014-12-16 11:57:12', 126, 5, 194, 'https://mega.nz/...'),
(193, 19, 'C', 521112, '76.84', '2015-4-16 1:4:28', 139, 3, 124, 'https://mega.nz/...'),
(193, 20, 'B', 632381, '92.96', '2013-2-21 11:19:49', 178, 7, 276, 'https://mega.nz/...'),
(92, 30, 'S', 653759, '97.19', '2012-2-7 13:26:34', 149, 4, 256, 'https://mega.nz/...'),
(92, 25, 'C', 487663, '72.63', '2011-11-7 19:56:22', 107, 29, 77, 'https://mega.nz/...'),
(94, 28, 'B', 630264, '92.53', '2011-1-28 20:49:5', 181, 3, 277, 'https://mega.nz/...'),
(94, 25, 'D', 467703, '67.96', '2010-4-19 2:49:14', 157, 35, 83, 'https://mega.nz/...'),
(94, 11, 'C', 502272, '71.60', '2014-1-2 18:0:44', 213, 16, 144, 'https://mega.nz/...'),
(94, 34, 'A', 649728, '96.69', '2010-8-27 22:51:23', 145, 6, 247, 'https://mega.nz/...'),
(94, 17, 'D', 467095, '67.99', '2011-7-6 13:32:14', 153, 22, 81, 'https://mega.nz/...'),
(94, 18, 'D', 458339, '67.90', '2015-12-5 3:49:56', 112, 36, 59, 'https://mega.nz/...'),
(94, 3, 'S', 649006, '97.63', '2015-11-1 13:56:3', 111, 4, 193, 'https://mega.nz/...'),
(94, 21, 'C', 520061, '76.15', '2014-1-17 22:24:19', 156, 36, 134, 'https://mega.nz/...'),
(94, 34, 'C', 539568, '80.31', '2012-9-13 20:31:15', 120, 9, 124, 'https://mega.nz/...'),
(32, 23, 'B', 615479, '92.38', '2013-8-2 13:42:39', 112, 0, 171, 'https://mega.nz/...'),
(32, 9, 'A', 646034, '95.18', '2015-4-7 2:43:2', 175, 7, 287, 'https://mega.nz/...'),
(124, 7, 'C', 547981, '79.62', '2014-6-15 16:1:31', 184, 40, 185, 'https://mega.nz/...'),
(124, 8, 'B', 608671, '88.36', '2016-12-14 1:38:7', 207, 10, 282, 'https://mega.nz/...'),
(124, 18, 'C', 512770, '73.45', '2015-3-22 13:8:9', 206, 19, 155, 'https://mega.nz/...'),
(124, 12, 'C', 531797, '76.95', '2012-4-7 21:2:52', 189, 13, 169, 'https://mega.nz/...'),
(124, 12, 'C', 552805, '80.25', '2014-3-27 8:5:9', 188, 41, 194, 'https://mega.nz/...'),
(124, 2, 'S', 665875, '99.51', '2015-4-26 16:27:54', 135, 0, 245, 'https://mega.nz/...'),
(124, 3, 'B', 624670, '93.50', '2010-6-23 4:4:39', 122, 13, 191, 'https://mega.nz/...'),
(124, 20, 'A', 651822, '95.77', '2014-10-27 10:51:27', 185, 2, 308, 'https://mega.nz/...'),
(148, 24, 'S', 676332, '98.74', '2010-11-17 4:52:46', 212, 0, 379, 'https://mega.nz/...'),
(148, 22, 'A', 650114, '96.65', '2016-3-25 4:3:49', 148, 2, 251, 'https://mega.nz/...'),
(148, 1, 'B', 613448, '90.97', '2011-1-8 5:55:50', 147, 8, 216, 'https://mega.nz/...'),
(148, 27, 'C', 496421, '70.81', '2010-7-8 4:32:28', 209, 53, 135, 'https://mega.nz/...'),
(148, 30, 'C', 542668, '78.73', '2012-8-3 1:21:25', 186, 14, 180, 'https://mega.nz/...'),
(148, 22, 'S', 666485, '99.20', '2010-11-26 20:47:35', 148, 1, 267, 'https://mega.nz/...'),
(148, 9, 'B', 600683, '88.58', '2013-6-16 20:33:21', 160, 18, 219, 'https://mega.nz/...'),
(148, 29, 'C', 545749, '80.93', '2015-9-4 6:9:35', 131, 40, 138, 'https://mega.nz/...'),
(62, 24, 'D', 509349, '68.01', '2010-7-22 11:45:20', 180, 53, 91, 'https://mega.nz/...'),
(62, 12, 'B', 619394, '85.06', '2016-8-28 14:16:11', 137, 33, 160, 'https://mega.nz/...'),
(62, 22, 'C', 625436, '84.52', '2016-11-27 19:49:20', 186, 25, 213, 'https://mega.nz/...'),
(62, 11, 'C', 577995, '79.45', '2013-11-10 23:0:9', 125, 33, 119, 'https://mega.nz/...'),
(62, 35, 'C', 520898, '70.79', '2016-4-23 0:56:18', 141, 39, 86, 'https://mega.nz/...'),
(62, 13, 'B', 652603, '88.42', '2015-1-7 9:22:40', 186, 22, 242, 'https://mega.nz/...'),
(89, 23, 'B', 695845, '93.94', '2010-11-25 6:10:52', 210, 13, 318, 'https://mega.nz/...'),
(89, 13, 'B', 669131, '91.05', '2010-11-8 1:26:12', 177, 20, 248, 'https://mega.nz/...'),
(52, 14, 'B', 659374, '90.14', '2011-4-21 2:42:40', 160, 10, 219, 'https://mega.nz/...'),
(52, 32, 'B', 641588, '87.61', '2012-10-7 18:35:17', 159, 18, 202, 'https://mega.nz/...'),
(52, 13, 'A', 703742, '96.77', '2016-7-9 20:56:55', 151, 0, 245, 'https://mega.nz/...'),
(57, 13, 'B', 657956, '89.25', '2010-12-4 17:51:55', 184, 7, 245, 'https://mega.nz/...'),
(115, 15, 'B', 670081, '87.80', '2015-12-10 11:25:37', 229, 11, 303, 'https://mega.nz/...'),
(115, 16, 'C', 543212, '72.66', '2013-5-3 21:14:58', 133, 14, 95, 'https://mega.nz/...'),
(115, 23, 'C', 616363, '82.27', '2013-2-7 18:43:17', 157, 40, 173, 'https://mega.nz/...'),
(115, 5, 'B', 662342, '87.84', '2014-6-1 15:29:17', 189, 21, 251, 'https://mega.nz/...'),
(115, 21, 'B', 693370, '90.91', '2015-3-18 18:8:45', 235, 18, 341, 'https://mega.nz/...'),
(115, 10, 'C', 589101, '76.47', '2013-4-14 15:47:17', 227, 29, 197, 'https://mega.nz/...'),
(115, 2, 'C', 581382, '76.20', '2014-11-26 23:44:49', 198, 21, 169, 'https://mega.nz/...'),
(78, 18, 'B', 657418, '88.86', '2010-7-15 7:42:45', 128, 19, 175, 'https://mega.nz/...'),
(78, 28, 'C', 643886, '84.91', '2011-3-19 6:13:26', 201, 4, 243, 'https://mega.nz/...'),
(78, 30, 'B', 649418, '87.71', '2010-11-5 3:43:53', 129, 4, 170, 'https://mega.nz/...'),
(78, 24, 'C', 607928, '80.44', '2015-1-21 12:9:7', 180, 7, 185, 'https://mega.nz/...'),
(78, 23, 'D', 540251, '69.74', '2015-11-14 20:49:2', 222, 34, 132, 'https://mega.nz/...'),
(115, 22, 'A', 723025, '95.45', '2016-12-20 12:52:44', 222, 5, 363, 'https://mega.nz/...'),
(115, 20, 'B', 697681, '92.87', '2010-5-22 18:6:38', 187, 13, 286, 'https://mega.nz/...'),
(115, 21, 'S', 748444, '99.95', '2012-9-14 5:49:58', 189, 0, 343, 'https://mega.nz/...'),
(151, 14, 'S', 739191, '99.83', '2011-9-21 21:26:34', 147, 0, 266, 'https://mega.nz/...'),
(10, 4, 'C', 634952, '82.75', '2010-8-20 23:46:58', 233, 32, 261, 'https://mega.nz/...'),
(10, 25, 'A', 715576, '94.93', '2016-2-7 4:7:24', 203, 5, 328, 'https://mega.nz/...'),
(10, 35, 'B', 684834, '91.71', '2013-3-9 21:54:31', 164, 0, 243, 'https://mega.nz/...'),
(8, 3, 'C', 917353, '83.62', '2010-7-25 10:33:8', 184, 24, 182, 'https://mega.nz/...'),
(8, 9, 'S', 1092114, '98.64', '2014-9-5 18:24:14', 267, 4, 403, 'https://mega.nz/...'),
(31, 10, 'C', 892223, '78.79', '2011-5-9 10:13:6', 313, 43, 258, 'https://mega.nz/...'),
(31, 29, 'B', 958553, '87.27', '2016-11-29 7:0:21', 198, 19, 221, 'https://mega.nz/...'),
(99, 15, 'B', 987455, '89.35', '2011-7-7 12:58:25', 233, 36, 277, 'https://mega.nz/...'),
(99, 10, 'S', 1087884, '97.14', '2010-1-19 19:43:51', 325, 8, 474, 'https://mega.nz/...'),
(99, 8, 'D', 778874, '68.82', '2014-5-16 0:45:10', 271, 70, 129, 'https://mega.nz/...'),
(99, 4, 'B', 1011315, '91.35', '2011-12-18 16:36:57', 247, 18, 311, 'https://mega.nz/...'),
(99, 34, 'S', 1087069, '99.82', '2010-4-28 5:13:2', 180, 0, 279, 'https://mega.nz/...'),
(53, 8, 'C', 940200, '84.84', '2015-8-18 6:52:30', 234, 31, 242, 'https://mega.nz/...'),
(53, 8, 'C', 812485, '70.85', '2010-6-12 10:7:38', 332, 85, 182, 'https://mega.nz/...'),
(53, 5, 'B', 1011455, '90.17', '2012-7-11 0:56:58', 310, 33, 377, 'https://mega.nz/...'),
(103, 29, 'B', 998349, '90.16', '2016-11-22 9:10:39', 245, 17, 298, 'https://mega.nz/...'),
(103, 10, 'C', 834885, '74.69', '2013-7-24 6:16:9', 242, 2, 165, 'https://mega.nz/...'),
(103, 4, 'C', 811649, '70.47', '2015-1-14 14:37:17', 348, 14, 186, 'https://mega.nz/...'),
(103, 19, 'C', 858362, '76.60', '2014-3-2 19:47:39', 259, 16, 193, 'https://mega.nz/...'),
(103, 9, 'B', 979492, '88.92', '2012-4-29 5:48:32', 216, 18, 253, 'https://mega.nz/...'),
(103, 22, 'B', 966496, '87.23', '2010-6-27 18:17:29', 240, 10, 268, 'https://mega.nz/...'),
(103, 7, 'C', 826624, '75.14', '2016-9-29 20:16:42', 177, 50, 123, 'https://mega.nz/...'),
(103, 5, 'C', 904468, '82.46', '2015-9-23 5:1:21', 181, 53, 172, 'https://mega.nz/...'),
(103, 34, 'B', 1012853, '89.79', '2014-9-28 1:4:18', 337, 27, 406, 'https://mega.nz/...'),
(9, 6, 'C', 719381, '73.35', '2012-8-9 8:2:5', 274, 32, 185, 'https://mega.nz/...'),
(9, 15, 'C', 748094, '77.74', '2015-4-1 18:23:45', 219, 45, 183, 'https://mega.nz/...'),
(9, 27, 'S', 939647, '98.46', '2016-5-5 22:0:40', 238, 2, 382, 'https://mega.nz/...'),
(9, 16, 'C', 730441, '74.35', '2014-11-9 19:3:54', 284, 23, 203, 'https://mega.nz/...'),
(9, 32, 'S', 946645, '99.92', '2012-10-17 0:14:55', 207, 0, 343, 'https://mega.nz/...'),
(9, 22, 'D', 649788, '67.64', '2010-2-7 9:1:19', 185, 49, 86, 'https://mega.nz/...'),
(9, 11, 'C', 696693, '73.06', '2015-9-22 2:26:13', 174, 50, 116, 'https://mega.nz/...'),
(9, 14, 'A', 905310, '94.67', '2015-8-5 8:53:37', 238, 16, 348, 'https://mega.nz/...'),
(9, 25, 'B', 840736, '88.93', '2011-7-19 22:53:49', 175, 20, 219, 'https://mega.nz/...'),
(30, 5, 'S', 917255, '97.42', '2013-12-27 22:19:36', 173, 0, 271, 'https://mega.nz/...'),
(30, 17, 'C', 749391, '77.53', '2016-5-4 17:54:8', 235, 32, 195, 'https://mega.nz/...'),
(30, 6, 'D', 661954, '68.91', '2013-12-5 19:38:30', 188, 31, 96, 'https://mega.nz/...'),
(30, 13, 'B', 832881, '87.36', '2012-5-2 19:47:46', 207, 8, 247, 'https://mega.nz/...'),
(30, 33, 'C', 765983, '79.56', '2012-7-14 12:41:0', 226, 15, 205, 'https://mega.nz/...'),
(30, 28, 'C', 690859, '70.82', '2015-11-12 7:18:21', 246, 48, 143, 'https://mega.nz/...'),
(30, 35, 'C', 725981, '74.52', '2014-11-2 20:1:4', 254, 38, 183, 'https://mega.nz/...'),
(138, 6, 'B', 830831, '85.85', '2011-9-23 21:22:34', 265, 7, 302, 'https://mega.nz/...'),
(138, 31, 'C', 691214, '71.08', '2012-6-2 5:32:28', 236, 85, 140, 'https://mega.nz/...'),
(138, 5, 'C', 747720, '77.85', '2011-7-9 19:32:22', 212, 44, 178, 'https://mega.nz/...'),
(138, 31, 'C', 729592, '74.55', '2011-3-24 12:9:44', 271, 10, 195, 'https://mega.nz/...'),
(84, 18, 'C', 757887, '79.13', '2012-8-6 1:53:1', 205, 33, 182, 'https://mega.nz/...'),
(84, 8, 'S', 940818, '99.80', '2010-10-18 22:21:24', 183, 0, 302, 'https://mega.nz/...'),
(175, 2, 'C', 817020, '84.84', '2011-1-21 3:53:56', 242, 9, 266, 'https://mega.nz/...'),
(175, 21, 'C', 678136, '70.28', '2012-6-23 9:55:29', 207, 87, 116, 'https://mega.nz/...'),
(175, 25, 'A', 906226, '95.61', '2012-12-24 22:56:1', 200, 5, 300, 'https://mega.nz/...'),
(175, 34, 'B', 824921, '85.86', '2014-10-16 5:27:43', 235, 8, 267, 'https://mega.nz/...'),
(175, 23, 'C', 685779, '71.83', '2012-9-19 1:24:43', 175, 24, 108, 'https://mega.nz/...'),
(56, 18, 'C', 752903, '77.23', '2013-1-12 15:7:18', 266, 2, 218, 'https://mega.nz/...'),
(56, 5, 'C', 789799, '80.99', '2013-6-17 2:32:16', 280, 35, 268, 'https://mega.nz/...'),
(56, 11, 'B', 846065, '88.09', '2012-4-13 18:15:1', 240, 28, 293, 'https://mega.nz/...'),
(56, 10, 'D', 674046, '68.11', '2012-3-10 4:58:10', 285, 31, 137, 'https://mega.nz/...'),
(56, 4, 'B', 895571, '92.69', '2016-10-5 0:25:53', 279, 12, 388, 'https://mega.nz/...'),
(56, 16, 'B', 876876, '92.44', '2014-4-15 11:8:44', 197, 2, 272, 'https://mega.nz/...'),
(56, 34, 'C', 718435, '72.76', '2015-3-23 4:50:29', 296, 72, 194, 'https://mega.nz/...'),
(56, 5, 'C', 815026, '84.44', '2014-12-3 20:51:26', 250, 34, 271, 'https://mega.nz/...'),
(56, 1, 'A', 920362, '95.71', '2016-5-7 3:6:29', 266, 7, 400, 'https://mega.nz/...'),
(17, 21, 'C', 718998, '84.66', '2010-8-21 6:2:2', 141, 17, 145, 'https://mega.nz/...'),
(146, 19, 'C', 671356, '76.15', '2010-4-22 13:23:54', 250, 23, 184, 'https://mega.nz/...'),
(146, 32, 'C', 607019, '70.79', '2012-9-7 6:29:15', 147, 35, 80, 'https://mega.nz/...'),
(146, 6, 'D', 594638, '68.24', '2013-1-16 3:7:56', 189, 83, 87, 'https://mega.nz/...'),
(146, 20, 'B', 798363, '93.35', '2014-10-10 13:11:59', 183, 18, 244, 'https://mega.nz/...'),
(146, 26, 'B', 804206, '93.87', '2011-5-22 2:24:2', 191, 11, 258, 'https://mega.nz/...'),
(146, 12, 'C', 703238, '82.82', '2010-10-24 0:30:26', 137, 38, 132, 'https://mega.nz/...'),
(146, 16, 'C', 629179, '70.54', '2014-1-7 7:5:54', 268, 65, 144, 'https://mega.nz/...'),
(179, 14, 'C', 638129, '72.39', '2014-11-1 0:20:38', 237, 32, 143, 'https://mega.nz/...'),
(179, 5, 'D', 588080, '66.75', '2012-9-23 22:57:55', 217, 31, 88, 'https://mega.nz/...'),
(179, 35, 'C', 632196, '73.06', '2013-3-1 2:39:13', 180, 67, 113, 'https://mega.nz/...'),
(179, 7, 'A', 824307, '95.09', '2015-11-14 15:0:57', 242, 10, 337, 'https://mega.nz/...'),
(179, 35, 'C', 606959, '70.58', '2014-9-24 0:43:35', 155, 62, 84, 'https://mega.nz/...'),
(179, 31, 'C', 608201, '70.34', '2015-7-19 12:26:2', 171, 32, 91, 'https://mega.nz/...'),
(179, 22, 'A', 812675, '96.14', '2016-11-8 14:45:22', 141, 10, 201, 'https://mega.nz/...'),
(179, 35, 'C', 678545, '77.08', '2014-12-9 4:10:20', 248, 62, 190, 'https://mega.nz/...'),
(179, 13, 'C', 667735, '75.85', '2014-12-27 19:14:50', 244, 23, 177, 'https://mega.nz/...'),
(116, 11, 'D', 598366, '66.96', '2012-1-13 23:22:44', 260, 43, 108, 'https://mega.nz/...'),
(116, 34, 'D', 588464, '68.73', '2010-2-3 10:53:29', 138, 68, 65, 'https://mega.nz/...'),
(116, 30, 'C', 722136, '83.77', '2016-9-17 0:9:26', 193, 36, 193, 'https://mega.nz/...'),
(116, 10, 'C', 716796, '81.40', '2012-10-29 14:10:16', 263, 8, 241, 'https://mega.nz/...'),
(116, 1, 'S', 837862, '97.97', '2016-4-1 3:58:19', 192, 5, 287, 'https://mega.nz/...'),
(116, 10, 'C', 672004, '77.70', '2011-12-20 7:27:36', 190, 0, 150, 'https://mega.nz/...'),
